time	px	py	pz	ox	oy	oz	ow
1558542154.445691108	0.0346375420746	0.00362622757762	0.569171936231	0.0196169991252	-0.375785223342	0.0482999790703	0.925239294067
1558542154.543423891	0.0258647294417	0.00274791324879	0.569915777904	0.0205051415172	-0.38709542344	0.0487616564784	0.920521033535
1558542154.646270036	0.0261879543935	0.00278225322245	0.569875629304	0.0204677357674	-0.38638927886	0.0487773693808	0.920817661218
1558542154.759460926	0.0265111177226	0.00281658664919	0.569834982139	0.020430317977	-0.385682906978	0.0487930535888	0.921113747207
1558542154.844165086	0.0352644965265	0.00385600794934	0.569075212362	0.020404236526	-0.37431952386	0.0504601573457	0.925700995846
1558542154.938395023	0.0349540865812	0.00371358215181	0.569123822743	0.0198676212287	-0.375060335275	0.0490248671377	0.92548991617
1558542155.36452054	0.0349540865812	0.00371358215181	0.569123822743	0.0198676212287	-0.375060335275	0.0490248671377	0.92548991617
1558542155.135446071	0.0349425289712	0.00382080230131	0.569123822743	0.0204429329765	-0.375029417461	0.0504444926516	0.925413624112
1558542155.233341932	0.0343152691069	0.00359248860386	0.569219552713	0.0196540389715	-0.376494762391	0.0482849188151	0.924950798291
1558542155.336250066	0.0349597420175	0.00365995890636	0.569123822743	0.0195799477388	-0.375075463229	0.0483150109119	0.925527245548
1558542155.432187080	0.0346319387606	0.00367935661443	0.569171936231	0.0199052169834	-0.375770066761	0.0490096144446	0.925201976303
1558542155.530075073	0.0265111177226	0.00281658664919	0.569834982139	0.020430317977	-0.385682906978	0.0487930535888	0.921113747207
1558542155.628839015	0.0258647294417	0.00274791324879	0.569915777904	0.0205051415172	-0.38709542344	0.0487616564784	0.920521033535
1558542155.726334095	0.0349597420175	0.00365995890636	0.569123822743	0.0195799477388	-0.375075463229	0.0483150109119	0.925527245548
1558542155.825824975	0.0349425289712	0.00382080230131	0.569123822743	0.0204429329765	-0.375029417461	0.0504444926516	0.925413624112
1558542155.923852920	0.0265023517902	0.00289790835671	0.569834982139	0.0210219238772	-0.3856511135	0.0502059664189	0.921037815895
1558542156.22273063	0.0268385603415	0.00280974693424	0.569793836506	0.0200976090683	-0.384991836119	0.0481019827305	0.921446456116
1558542156.121515035	0.0265237987222	0.00269455461946	0.569834982139	0.019542819422	-0.385728895516	0.0466734701049	0.921223580116
1558542156.219573974	0.0346204876691	0.00378558858942	0.569171936231	0.0204816174009	-0.375739090441	0.0504287982823	0.925125707981
1558542156.318337917	0.0265111177226	0.00281658664919	0.569834982139	0.020430317977	-0.385682906978	0.0487930535888	0.921113747207
1558542156.417085886	0.0258647294417	0.00274791324879	0.569915777904	0.0205051415172	-0.38709542344	0.0487616564784	0.920521033535
1558542156.515028953	0.0349425289712	0.00382080230131	0.569123822743	0.0204429329765	-0.375029417461	0.0504444926516	0.925413624112
