time	px	py	pz	ox	oy	oz	ow
1558542018.967477083	0.025868914255	0.00270823403325	0.569915777904	0.0202082370437	-0.387111036826	0.0480556114149	0.920558162494
1558542019.48149108	0.025868914255	0.00270823403325	0.569915777904	0.0202082370437	-0.387111036826	0.0480556114149	0.920558162494
1558542019.164345979	0.0346375420746	0.00362622757762	0.569171936231	0.0196169991252	-0.375785223342	0.0482999790703	0.925239294067
1558542019.250166893	0.0261879543935	0.00278225322245	0.569875629304	0.0204677357674	-0.38638927886	0.0487773693808	0.920817661218
1558542019.346179008	0.0261921915035	0.00274207814583	0.569875629304	0.0201713729109	-0.386404863764	0.0480710968021	0.920854802141
1558542019.459441900	0.0268342186685	0.00285091344823	0.569793836506	0.020392888168	-0.384976308207	0.048808709093	0.921409291329
1558542019.541662931	0.0346375420746	0.00362622757762	0.569171936231	0.0196169991252	-0.375785223342	0.0482999790703	0.925239294067
1558542019.639738082	0.0352761606307	0.00374779985162	0.569075212362	0.0198300137864	-0.37435038315	0.0490400909908	0.925777311595
1558542019.739289045	0.0258561772383	0.0028272521882	0.569915777904	0.0210989141017	-0.387063513523	0.0501736601345	0.920445151083
1558542019.852119922	0.0261879543935	0.00278225322245	0.569875629304	0.0204677357674	-0.38638927886	0.0487773693808	0.920817661218
1558542019.936923027	0.0340695274864	0.00361960507536	0.569224926155	0.0199428010283	-0.376479577192	0.0489943329203	0.924913492164
1558542020.50684928	0.0261879543935	0.00278225322245	0.569875629304	0.0204677357674	-0.38638927886	0.0487773693808	0.920817661218
1558542020.133223056	0.0349540865812	0.00371358215181	0.569123822743	0.0198676212287	-0.375060335275	0.0490248671377	0.92548991617
1558542020.248054981	0.0349597420175	0.00365995890636	0.569123822743	0.0195799477388	-0.375075463229	0.0483150109119	0.925527245548
1558542020.332658052	0.0346319387606	0.00367935661443	0.569171936231	0.0199052169834	-0.375770066761	0.0490096144446	0.925201976303
1558542020.429267883	0.0346375420746	0.00362622757762	0.569171936231	0.0196169991252	-0.375785223342	0.0482999790703	0.925239294067
1558542020.529989004	0.0261879543935	0.00278225322245	0.569875629304	0.0204677357674	-0.38638927886	0.0487773693808	0.920817661218
1558542020.642697095	0.0265111177226	0.00281658664919	0.569834982139	0.020430317977	-0.385682906978	0.0487930535888	0.921113747207
1558542020.724873065	0.0261921915035	0.00274207814583	0.569875629304	0.0201713729109	-0.386404863764	0.0480710968021	0.920854802141
1558542020.839374065	0.0261792953155	0.00286258364042	0.569875629304	0.0210604251841	-0.386357427154	0.0501898280394	0.920741754313
1558542020.922113895	0.0346319387606	0.00367935661443	0.569171936231	0.0199052169834	-0.375770066761	0.0490096144446	0.925201976303
1558542021.21493911	0.034309717927	0.00364512332002	0.569219552713	0.0199428010283	-0.376479577192	0.0489943329203	0.924913492164
1558542021.125046014	0.0343152691069	0.00359248860386	0.569219552713	0.0196540389715	-0.376494762391	0.0482849188151	0.924950798291
1558542021.219134092	0.0261879543935	0.00278225322245	0.569875629304	0.0204677357674	-0.38638927886	0.0487773693808	0.920817661218
1558542021.335594892	0.0346319387606	0.00367935661443	0.569171936231	0.0199052169834	-0.375770066761	0.0490096144446	0.925201976303
1558542021.420499086	0.0265111177226	0.00281658664919	0.569834982139	0.020430317977	-0.385682906978	0.0487930535888	0.921113747207
1558542021.515254020	0.0258647294417	0.00274791324879	0.569915777904	0.0205051415172	-0.38709542344	0.0487616564784	0.920521033535
1558542021.628496885	0.0265154071191	0.00277591580604	0.569834982139	0.0201344969119	-0.38569846339	0.0480865539104	0.921150900073
1558542021.711194992	0.034309717927	0.00364512332002	0.569219552713	0.0199428010283	-0.376479577192	0.0489943329203	0.924913492164
1558542021.809968948	0.0265111177226	0.00281658664919	0.569834982139	0.020430317977	-0.385682906978	0.0487930535888	0.921113747207
1558542021.912874937	0.0346375420746	0.00362622757762	0.569171936231	0.0196169991252	-0.375785223342	0.0482999790703	0.925239294067
1558542022.26837110	0.0267425221492	0.00292416986346	0.569834796833	0.0210219238772	-0.3856511135	0.0502059664189	0.921037815895
1558542022.111583948	0.0265154071191	0.00277591580604	0.569834982139	0.0201344969119	-0.38569846339	0.0480865539104	0.921150900073
1558542022.205101013	0.0261879543935	0.00278225322245	0.569875629304	0.0204677357674	-0.38638927886	0.0487773693808	0.920817661218
1558542022.303807020	0.0261921915035	0.00274207814583	0.569875629304	0.0201713729109	-0.386404863764	0.0480710968021	0.920854802141
1558542022.404797077	0.0349597420175	0.00365995890636	0.569123822743	0.0195799477388	-0.375075463229	0.0483150109119	0.925527245548
1558542022.500422954	0.0349540865812	0.00371358215181	0.569123822743	0.0198676212287	-0.375060335275	0.0490248671377	0.92548991617
1558542022.607192993	0.0261879543935	0.00278225322245	0.569875629304	0.0204677357674	-0.38638927886	0.0487773693808	0.920817661218
1558542022.699806928	0.0339874248384	0.00361088234913	0.569266672076	0.0199803733414	-0.37718886615	0.0489790225739	0.924624463921
1558542022.796334028	0.0346319387606	0.00367935661443	0.569171936231	0.0199052169834	-0.375770066761	0.0490096144446	0.925201976303
1558542022.895365953	0.0270788490109	0.00283490291667	0.5697936512	0.0200976090683	-0.384991836119	0.0481019827305	0.921446456116
1558542022.993421077	0.0349540865812	0.00371358215181	0.569123822743	0.0198676212287	-0.375060335275	0.0490248671377	0.92548991617
1558542023.92442989	0.0349540865812	0.00371358215181	0.569123822743	0.0198676212287	-0.375060335275	0.0490248671377	0.92548991617
1558542023.190956115	0.0261921915035	0.00274207814583	0.569875629304	0.0201713729109	-0.386404863764	0.0480710968021	0.920854802141
1558542023.288827896	0.0349425289712	0.00382080230131	0.569123822743	0.0204429329765	-0.375029417461	0.0504444926516	0.925413624112
1558542023.402097940	0.0346319387606	0.00367935661443	0.569171936231	0.0199052169834	-0.375770066761	0.0490096144446	0.925201976303
1558542023.486263036	0.0261921915035	0.00274207814583	0.569875629304	0.0201713729109	-0.386404863764	0.0480710968021	0.920854802141
1558542023.600018024	0.0346375420746	0.00362622757762	0.569171936231	0.0196169991252	-0.375785223342	0.0482999790703	0.925239294067
1558542023.684941053	0.0346375420746	0.00362622757762	0.569171936231	0.0196169991252	-0.375785223342	0.0482999790703	0.925239294067
1558542023.782330036	0.0346319387606	0.00367935661443	0.569171936231	0.0199052169834	-0.375770066761	0.0490096144446	0.925201976303
1558542023.881478071	0.0349425289712	0.00382080230131	0.569123822743	0.0204429329765	-0.375029417461	0.0504444926516	0.925413624112
1558542023.979613065	0.0346204876691	0.00378558858942	0.569171936231	0.0204816174009	-0.375739090441	0.0504287982823	0.925125707981
1558542024.78341007	0.0349540865812	0.00371358215181	0.569123822743	0.0198676212287	-0.375060335275	0.0490248671377	0.92548991617
1558542024.178183078	0.0261921915035	0.00274207814583	0.569875629304	0.0201713729109	-0.386404863764	0.0480710968021	0.920854802141
1558542024.275520086	0.0265023517902	0.00289790835671	0.569834982139	0.0210219238772	-0.3856511135	0.0502059664189	0.921037815895
1558542024.375987052	0.0258647294417	0.00274791324879	0.569915777904	0.0205051415172	-0.38709542344	0.0487616564784	0.920521033535
1558542024.472588062	0.0343152691069	0.00359248860386	0.569219552713	0.0196540389715	-0.376494762391	0.0482849188151	0.924950798291
1558542024.571070909	0.0265023517902	0.00289790835671	0.569834982139	0.0210219238772	-0.3856511135	0.0502059664189	0.921037815895
1558542024.685296058	0.0261921915035	0.00274207814583	0.569875629304	0.0201713729109	-0.386404863764	0.0480710968021	0.920854802141
1558542024.768455982	0.0267513675206	0.00284211120008	0.569834796833	0.020430317977	-0.385682906978	0.0487930535888	0.921113747207
1558542024.867259025	0.0265154071191	0.00277591580604	0.569834982139	0.0201344969119	-0.38569846339	0.0480865539104	0.921150900073
1558542024.966676950	0.0346375420746	0.00362622757762	0.569171936231	0.0196169991252	-0.375785223342	0.0482999790703	0.925239294067
1558542025.64393043	0.0346375420746	0.00362622757762	0.569171936231	0.0196169991252	-0.375785223342	0.0482999790703	0.925239294067
1558542025.165255069	0.0261879543935	0.00278225322245	0.569875629304	0.0204677357674	-0.38638927886	0.0487773693808	0.920817661218
1558542025.278840065	0.0261879543935	0.00278225322245	0.569875629304	0.0204677357674	-0.38638927886	0.0487773693808	0.920817661218
1558542025.360368967	0.0265111177226	0.00281658664919	0.569834982139	0.020430317977	-0.385682906978	0.0487930535888	0.921113747207
1558542025.476133108	0.0267556957885	0.00280107178846	0.569834796833	0.0201344969119	-0.38569846339	0.0480865539104	0.921150900073
1558542025.558005094	0.0346204876691	0.00378558858942	0.569171936231	0.0204816174009	-0.375739090441	0.0504287982823	0.925125707981
1558542025.673091888	0.0340695274864	0.00361960507536	0.569224926155	0.0199428010283	-0.376479577192	0.0489943329203	0.924913492164
1558542025.757767915	0.0261879543935	0.00278225322245	0.569875629304	0.0204677357674	-0.38638927886	0.0487773693808	0.920817661218
1558542025.853676080	0.0346375420746	0.00362622757762	0.569171936231	0.0196169991252	-0.375785223342	0.0482999790703	0.925239294067
1558542025.957235097	0.0265154071191	0.00277591580604	0.569834982139	0.0201344969119	-0.38569846339	0.0480865539104	0.921150900073
1558542026.52295923	0.0346319387606	0.00367935661443	0.569171936231	0.0199052169834	-0.375770066761	0.0490096144446	0.925201976303
1558542026.149625062	0.0261879543935	0.00278225322245	0.569875629304	0.0204677357674	-0.38638927886	0.0487773693808	0.920817661218
1558542026.249023914	0.0261879543935	0.00278225322245	0.569875629304	0.0204677357674	-0.38638927886	0.0487773693808	0.920817661218
1558542026.366362094	0.025868914255	0.00270823403325	0.569915777904	0.0202082370437	-0.387111036826	0.0480556114149	0.920558162494
1558542026.451105117	0.0261879543935	0.00278225322245	0.569875629304	0.0204677357674	-0.38638927886	0.0487773693808	0.920817661218
1558542026.544684886	0.0340695274864	0.00361960507536	0.569224926155	0.0199428010283	-0.376479577192	0.0489943329203	0.924913492164
1558542026.662054061	0.0261921915035	0.00274207814583	0.569875629304	0.0201713729109	-0.386404863764	0.0480710968021	0.920854802141
1558542026.746948957	0.0267556957885	0.00280107178846	0.569834796833	0.0201344969119	-0.38569846339	0.0480865539104	0.921150900073
1558542026.844120025	0.0352818681773	0.0036936825107	0.569075212362	0.019542884834	-0.374365482468	0.048330014331	0.925814652565
1558542026.940264940	0.0343973127722	0.00360107781036	0.569177309673	0.0196169991252	-0.375785223342	0.0482999790703	0.925239294067
1558542027.53325891	0.0343152691069	0.00359248860386	0.569219552713	0.0196540389715	-0.376494762391	0.0482849188151	0.924950798291
1558542027.138590097	0.0349540865812	0.00371358215181	0.569123822743	0.0198676212287	-0.375060335275	0.0490248671377	0.92548991617
1558542027.234688043	0.0346319387606	0.00367935661443	0.569171936231	0.0199052169834	-0.375770066761	0.0490096144446	0.925201976303
1558542027.335746049	0.0265154071191	0.00277591580604	0.569834982139	0.0201344969119	-0.38569846339	0.0480865539104	0.921150900073
1558542027.431675910	0.0267513675206	0.00284211120008	0.569834796833	0.020430317977	-0.385682906978	0.0487930535888	0.921113747207
1558542027.531249046	0.0346319387606	0.00367935661443	0.569171936231	0.0199052169834	-0.375770066761	0.0490096144446	0.925201976303
1558542027.644608020	0.0349597420175	0.00365995890636	0.569123822743	0.0195799477388	-0.375075463229	0.0483150109119	0.925527245548
1558542027.727653026	0.0261879543935	0.00278225322245	0.569875629304	0.0204677357674	-0.38638927886	0.0487773693808	0.920817661218
1558542027.841470956	0.0261921915035	0.00274207814583	0.569875629304	0.0201713729109	-0.386404863764	0.0480710968021	0.920854802141
1558542027.924885988	0.0261879543935	0.00278225322245	0.569875629304	0.0204677357674	-0.38638927886	0.0487773693808	0.920817661218
1558542028.37837982	0.0261879543935	0.00278225322245	0.569875629304	0.0204677357674	-0.38638927886	0.0487773693808	0.920817661218
1558542028.122904062	0.0349597420175	0.00365995890636	0.569123822743	0.0195799477388	-0.375075463229	0.0483150109119	0.925527245548
1558542028.220813035	0.0346375420746	0.00362622757762	0.569171936231	0.0196169991252	-0.375785223342	0.0482999790703	0.925239294067
1558542028.322191953	0.0258647294417	0.00274791324879	0.569915777904	0.0205051415172	-0.38709542344	0.0487616564784	0.920521033535
1558542028.418313026	0.0265111177226	0.00281658664919	0.569834982139	0.020430317977	-0.385682906978	0.0487930535888	0.921113747207
1558542028.516482114	0.034309717927	0.00364512332002	0.569219552713	0.0199428010283	-0.376479577192	0.0489943329203	0.924913492164
1558542028.631638050	0.0267513675206	0.00284211120008	0.569834796833	0.020430317977	-0.385682906978	0.0487930535888	0.921113747207
1558542028.713650941	0.0349540865812	0.00371358215181	0.569123822743	0.0198676212287	-0.375060335275	0.0490248671377	0.92548991617
1558542028.828766107	0.0346319387606	0.00367935661443	0.569171936231	0.0199052169834	-0.375770066761	0.0490096144446	0.925201976303
1558542028.913917064	0.0261879543935	0.00278225322245	0.569875629304	0.0204677357674	-0.38638927886	0.0487773693808	0.920817661218
1558542029.17204999	0.0346319387606	0.00367935661443	0.569171936231	0.0199052169834	-0.375770066761	0.0490096144446	0.925201976303
1558542029.112323999	0.0261792953155	0.00286258364042	0.569875629304	0.0210604251841	-0.386357427154	0.0501898280394	0.920741754313
1558542029.208496093	0.0346319387606	0.00367935661443	0.569171936231	0.0199052169834	-0.375770066761	0.0490096144446	0.925201976303
1558542029.326508998	0.0346375420746	0.00362622757762	0.569171936231	0.0196169991252	-0.375785223342	0.0482999790703	0.925239294067
